CATEGORY,NAME OF BRAND,ADDRESS,POSTAL CODE
Bakery/Cafe,Munch,51 Changi Business Park Central 2 Lan Kwai Fong Food Mall Singapore 408886,408886
Bakery/Cafe,My Kampung,"Heartbeat@Bedok, #01-28/29, 11 Bedok North Street 1, Singapore 469662",469662
Event Caterer,My Kampung,"Junction Nine, #02-01, 18 Yishun Ave 9, Singapore 768897",768897
Event Caterer,My Kampung,"Kallang Wave Mall, #02-16, 1 Stadium Pl, Singapore 397628",397628
Food Court,Nick Vina Artisan Bak,12 Gopeng Street #01-54/55 Singapore 078877,78877
Food Court,Nick Vina Artisan Bak,163 Tanglin Road Tanglin Mall #B1-02/03 Singapore 247933,247933
Food Court,Nick Vina Artisan Bak,68 Orchard Rd Plaza Singapura #B1-15/16 Singapore 238839,238839
Food Court,Nick Vina Artisan Bak,31 Ocean Way Quayside Isle #01-26 Singapore 098375,98375
Food Court,Nonya Manis Caterers,3017 Bedok North street 5 #05-26 Gourmet East Kitchen Singapore 486121,486121
Food Court,Nosh Kitchen,171 Kampong Ampat #06-10 KA FoodLink Singapore 368330,368330
Food Court,NTUC Foodfare,Admiralty Place 678A Woodlands Ave 6 #02-01 Singapore 731678,731678
Food Court,NTUC Foodfare,"53 Ang Mo Kio Ave 3, #03-12, AMK Hub, Singapore 569933",569933
Food Court,NTUC Foodfare,"3155 Commonwealth Avenue West, #04-20/22, The Clementi Mall, Singapore 129588",129588
Food Court,NTUC Foodfare,"24 Raffles Place, #B1-01/10, Clifford Centre, Singapore 048621",48621
Food Court,NTUC Foodfare,Blk 303 Choa Chu Kang Ave 4 #01-723 Singapore 680303,680303
Food Court,NTUC Foodfare,"1, Joo Koon Circle, #03-25, FairPrice Hub, Singapore 629117",629117
Food Court,NTUC Foodfare,"90 Yishun Central, #01-12, Khoo Teck Puat Hospital, Singapore 768828",768828
Food Court,NTUC Foodfare,"12 Marina Boulevard, #02-01/04, Marina Bay Financial Centre Tower 3, Singapore 018982",18982
Food Court,NTUC Foodfare,"33 Sengkang West Avenue, #03-37, Singapore 797653",797653
Cafe (Food),NTUC Foodfare,"11 Canberra Road, #01-05, Sembawang MRT, Singapore 759775",759775
Cafe (Food),NTUC Foodfare,"30 Simei Street 3, #01-01, Simei MRT, Singapore 592888",592888
Cafe (Food),NTUC Foodfare,"Downtown East 1 Pasir Ris Close, #01-339, Downtown East, E! Avenue",519599
Event Caterer,NTUC Foodfare,"10 Airport Boulevard, Changi Airport Terminal 4 #02-205M",819665
Event Caterer,NTUC Foodfare,"Mapletree Business City, 20 Pasir Panjang Road #02-21 Singapore 117439",117439
Event Caterer,NTUC Foodfare,"815 Bukit Batok West Ave 5, Singapore 659085",659085
Restaurant,O'Briens Irish Sandwi,279 Balestier Road #01-03 Balestier Point Singapore 329727,329727
Restaurant,O'Briens Irish Sandwi,59 Nanyang Drive Level 3 Experimental Medicine Building NTU Singapore 636921,636921
Restaurant,O'Briens Irish Sandwi,47 Scotts Road Goldbell Tower Lobby Singapore 228233,228233
Restaurant,Occasions Catering,8A Admiralty Street #07-28 Food Xchange @ Admiralty Singapore 757437,757437
Restaurant,Oh's Farm Catering (F,8A Admiralty Street #05-07 Food Xchange @ Admiralty Singapore 757437,757437
Restaurant,Old Chang Kee,2 Woodlands Terrace Singapore 738427,738427
Restaurant,Old Town White Coffee,180 Kitchener Road #B1-31/32 City Square Mall Singapore 208539,208539
Restaurant,Old Town White Coffee,333 Boon Lay Way #2C-01 SAFRA Jurong Singapore 649848,649848
Cafe (Food),Old Town White Coffee,10 Sinaran Drive #01-01 Square 2 Singapore 307506,307506
Restaurant,Old Town White Coffee,2 Jurong East Central #01-19 J Cube Singapore 609731,609731
Restaurant,Old Town White Coffee,1 Jurong West Central 2 #02-38 Jurong Point Shopping Centre Singapore 609731,648886
Restaurant,Old Town White Coffee,11 Tanjong Katong Road #B1-K26/27 OneKM Mall Singapore 437157,437157
Restaurant,Old Town White Coffee,"1 Stadium Place, Kallang Wave Mall #01-18/19 Singapore 397628",397628
Restaurant,Old Town White Coffee,3 Temasek Boulevard #01-423/430/432 Suntec City Mall Singapore 038983,38983
Restaurant,OTC Cafe,100 Victoria Building Street National Library Building #03-01 Singapore 188064,188064
Restaurant,Pasta Fresca Da Salva,30 Boat Quay Singapore 049819,49819
Restaurant,Pasta Fresca Da Salva,833 Bukit Timah Road #01-02/03 Royalville Singapore 279887,279887
Restaurant,Pasta Fresca Da Salva,77 Upper East Coast Road #01-01/02 Singapore 455218,455218
Restaurant,PastaMania,408 Ang Mo Kio Avenue 10 #01-783 Singapore 560408,560408
Restaurant,PastaMania,200 Victoria Street #B1-08 Singapore 188021,188021
Restaurant,PastaMania,8 Grange Road #02-23 Cathay Cineleisure Orchard S239695,239695
Restaurant,PastaMania,1 Woodlands Square #B1-20 Causeway Point S738099,738099
Restaurant,PastaMania,1 Choa Chu Kang Street 53 Choa Chu Kang Stadium #02-04 Singapore 689236,689236
Restaurant,PastaMania,"180 Kitchener Road, #02-21/22, City Square Mall S 208539",208539
Restaurant,PastaMania,1 Pasir Ris Close #02-125 S159599,159599
Restaurant,PastaMania,1 Joo Koon Circle #01-42/47/48 FairPrice Hub Singapore 629117,629117
Restaurant,PastaMania,1 Maritime Square #02-05/06/07 Harbourfront Centre S099253,99253
Restaurant,PastaMania,"Hillion Mall, 17 Petir Road Hillion Mall #B2-48/49/50 Singapore 678278",678278
Restaurant,PastaMania,52 Jurong Gateway Road #04-26 S608549,608549
Restaurant,PastaMania,9 Bishan Place #01-37 Junction 8 Shopping Centre S579837,579837
Restaurant,PastaMania,21 Jurong East St 31 #01-01 Jurong East Sports Centre S609517,609517
Restaurant,PastaMania,"5 Stadium Walk, #01-27 Leisure Park Kallang, S397693",397693
Restaurant,PastaMania,"20 Pasir Panjang Road,#02-13 Mapletree Business City S(117439)",117439
Restaurant,PastaMania,"23 Serangoon Central, #04-21/22, Nex, S556083",556083
Restaurant,NAME OF BRAND,ADDRESS,POSTAL CODE
Restaurant,PastaMania,930 Yishun Avenue 2 #03-01/02 Northpoint Shopping Centre S769098,769098
Restaurant,PastaMania,"57 Anchorvale Road 8 #02-02 Seng Kang Sports & Recreation Centre, S544964",544964
Restaurant,PastaMania,"70 Stamford Road #B1-47 Li Ka Shing Library Building, SMU, S178901",178901
Restaurant,PastaMania,"4 Tampines Central 5, #04-21/22, Tampines Mall S 529510",529510
Restaurant,PastaMania,"750 Chai Chee road, #01-12 Viva Business Park Singapore 469000",469000
Restaurant,PastaMania,"1 Bukit Batok Central Link #01-40 West Mall, Singapore 658713",658713
Restaurant,PastaMania Pronto x K,"1 Fusionopolis Place, Fusionpolis One #01-04 S138632",138632
Restaurant,PastaMania Pronto x K,"80 Marine Parade Road, Parkway Parade B1-83C S449269",449269
Restaurant,Penang Culture,"50 Jurong Gateway Road JEM Shopping Mall, #04-27 Singapore 608346",608346
Restaurant,Penang Culture,"Changi Airport Terminal 2 Departure, #036-087-01",819643
Restaurant,Penang Culture,1 Sengkang Square #03-13 Sengkang Square Singapore 545078,545078
Restaurant,Penang Culture,1 Woodlands Square #05-12 Causeway Point Singapore 739099,738099
Restaurant,Penang Culture,1 Pasir Ris Central Street 3 #03-21 White Sands Singapore 518457,518457
Restaurant,Penang Culture,23 Serangoon Central #B1-76/77 NEX Singapore 556083,556083
Restaurant,Pin Si Kitchen,60 Yishun Ave 4 #02-V1 Yishun Safra Country Club Singapore 769027,769027
Restaurant,Pin Si Kitchen,9 Sentul Crescent #05-01 Punggol Safra Country Club Singapore 828654,828654
Restaurant,Pines Food,1 Kaki Bukit Road 1 #05-16 Enterprise One Singapore 415934,415934
Restaurant,Pizza Hut,Blk 715 Ang Mo Kio Avenue 6 #01-4000 Singapore 560715,560715
Restaurant,Pizza Hut,"311 New Upper Changi Road #B1-05/34 Bedok Mall, S467360",468360
Restaurant,Pizza Hut,"1 Jelebu Road, #02-14/15 S677743",677743
Restaurant,Pizza Hut,Jalan Anak Bukit #01-16A Bukit Timah Plaza S588996,588996
Restaurant,Pizza Hut,"No. 1 Woodlands Square, #B1-25 S738099",738099
Restaurant,Pizza Hut,10 Choa Chu Kang Avenue 4 #01-23 Choa Chu Kang MRT Station Singapore 689810,689810
Restaurant,Pizza Hut,180 Kitchener Road #01-19/21 City Square Mall S208539,208539
Restaurant,Pizza Hut,1 Sengkang Square #B1-15 Compass One Singapore 545078,545078
Restaurant,Pizza Hut,3 Simei Street 6 #02-03 S528833,528833
Restaurant,Pizza Hut,"Maritime Square #01-69 Harbourfront Centre, S099253",99253
Restaurant,Pizza Hut,"90 Hougang Avenue 10 #02-25 Hougang Mall, S538766",538766
Restaurant,Pizza Hut,"1 Jurong West Central 2, #01-33 Jurong Point Shopping Centre S648886",648886
Restaurant,Pizza Hut,21 Choa Chu ang Avenue 4 #02-20 Lot One Shopper's Mall S689812,689812
Restaurant,Pizza Hut,No. 6 Raffles Boulevard #03-211 Marina Square S039594,39594
Restaurant,Pizza Hut,23 Serangoon Central #03-11/12/13 S556083,556083
Restaurant,Pizza Hut,930 Yishun Avenue 2 #B1-40/41 North Point Shopping Centre S769098,769098
Restaurant,Pizza Hut,11 Tanjong Katong Road #B1-01/K1 S437157,437157
Restaurant,Pizza Hut,68 Orchard Road #B2-01/35 Plaza Singapura S238839,238839
Restaurant,Pizza Hut,17 Petir Road #B2-54 Hillion Mall Singapore 672878,672878
Restaurant,Pizza Hut,30 Sembawang Drive #02-15 Sun Plaza S757713,757713
Restaurant,Pizza Hut,"No. 4 Tampines Central 5 #02-02 Tampines Mall, S529510",529510
Restaurant,Pizza Hut,33 Sengkang West Avenue #01-09/10/11/12/13/14 S797653,797653
Restaurant,Pizza Hut,"301 Upper Thomson Road, #02-24/26 Thomson Plaza S574408",574408
Restaurant,Pizza Hut,Blk 190 #02-516A Toa Payoh Lorong 6 S310190,310190
Restaurant,Pizza Hut,"83 Punggol Central Waterway Point, #B1-11 S(828761)",828761
Restaurant,Pizza Hut,01 Bukit Batok Central Link #01-26 S658713,658713
Restaurant,Pizza Hut,Westgate 3 Gateway Drive #04-04/05 S608532,608532
Restaurant,Pizza Hut,"76 Nanyang Drive, blk N2.1, #01-04,  Singapore 637331",637331
Restaurant,Pizza Hut,460 Alexandra Road #01-23/24 Alexandra Retail Centre S119963,119963
Restaurant,Pizza Hut,200 Holland Avenue #B1- 07  Holland Vilalge MRT Station S278995,278995
Restaurant,Pizza Hut,120 Maxwell Road #B1-36 Singapore 069119,69119
Restaurant,Pizza Hut,2 College Avenue West #01-04 University Town Edusports,138607
Restaurant,Pizza Hut,"NUS The Deck, 5 Arts Link, The Deck, Singapore 117570",117570
Restaurant,Pizza Hut,802 Bukit Gombak West Avenue 5 #01-10 Bukit Gombak Singapore 659083,659083
Restaurant,Pizza Hut,"No. 2 Jurong East Street 21, #01-41 IMM Building Singapore 609601",609601
Restaurant,Pizza Hut,"Jurong Bird Park, 2 Jurong Hill, Singapore 628925",628925
Restaurant,Pizza Hut,"KidZania, 31 Beach View, #01-01/02 Lot B-45, Singapore 098008",98008
Restaurant,Pizza Hut,"112 East Coast Road #B1-16 112 Katong, Singapore 428802",428802
Restaurant,Pizza Hut,"51 Tampines Avenue 4, #01-13 Our Tampines Hub, Singapore 529684",529684
Restaurant,Pizza Hut,Boon Lay Community Centre 10 Boon Lay Place #01-02 Singapore 649882,649882
Restaurant,Pizza Hut,Blk 501 West Coast Drive #01-264 Singapore 120501,120501
Restaurant,Pizza Hut,3 Eng Kong Terrace Singapore 598975,598975
Restaurant,Pizza Hut,1 Choa Chu Kang Street 53 Choa Chu Kang Sports Centre #03-02 Singapore 689236,689236
Restaurant,Pizza Hut,184A Choa Chu Kang Avenue 1 Comfort Garden Singapore 689463,689463
Restaurant,Pizza Hut,Block 524A Jelapang Road #01-04 Greenridge Shopping Centre Singapore 671524,671524
Restaurant,Pizza Hut,Jurong Superbowl 3 Yuan Ching Road #01-03 Jurong Leisure Complex Singapore 618642,618642
Restaurant,Pizza Hut,"Jurong East Swimming Complex, 21 Jurong East Sports & Recreation Centre #02-01 Jurong East Street 31, Singapore 609517",609517
Restaurant,Pizza Hut,Blk 166 Bukit Batok West Avenue 8E #01-262E Singapore 650166,650166E
Restaurant,Pizza Hut,Block 139 Tampines Street 11 #01-66 Singapore 521139,521139
Restaurant,Pizza Hut,251 Tanjong Katong Road Singapore 437039,437039
Restaurant,NAME OF BRAND,ADDRESS,POSTAL CODE
Restaurant,Pizza Hut,1 Pasir Ris Close #01-342 NTUC Downtown East Resort Singapore 519599,519599
Restaurant,Pizza Hut,11 Tampines St 32 #01-15 Tampines Mart Singapore 529287,529287
Restaurant,Pizza Hut,10 Jalan Ubi #01-07  Kampong Ubi Community Centre  Singapore 409075,409075
Restaurant,Pizza Hut,Blk 539 Bedok North Street 3 #01-581 Singapore 460539,460539
Restaurant,Pizza Hut,353 Beach Road Singapore 199572,199572
Restaurant,Pizza Hut,225 Jalan Kayu Singapore 799449,799449
Restaurant,Pizza Hut,Woodlands 888 Block 888 Woodlands Drive 50 #01-729 Singapore 730888,730888
Restaurant,Pizza Hut,Block 306 Woodlands Street 31 #01-17 Singapore 730306,730306
Restaurant,Pizza Hut,Yishun Delco Block 701A Yishun Avenue 5 #01-06 Singapore 761701,761701
Restaurant,Pizza Hut,168 Punggol Field #B1-04 Punggol Plaza Singapore 820168,820168
Restaurant,Pizza Hut,Blk 529 Ang Mo Kio Ave 10 #01-2349 Singapore 560529,560529
Restaurant,Pizza Hut,66 Jalan Malu Malu Singapore 769681,769681
Restaurant,Pizza Hut,21 Hougang Street 51 #01-01B Hougang Green Shopping Mall Singapore 538719,538719
Restaurant,Pizza Hut,29 Kreta Ayer Road Singapore 088996,88996
Restaurant,Pizza Hut,165 Upper Paya Lebar Road Singapore 534858,534858
Bakery/Cafe,Pizza Hut,Blk 21 Ghim Moh #01-215 Singapore 270021,270021
Bakery/Cafe,Pizza Hut,Blk 85 Lorong 4 Toa Payoh #01-360 Singapore 310085,310085
Bakery/Cafe,Pizza Hut,Block 162 Bukit Merah Central #01-3555 Singapore 150162,150162
Bakery/Cafe,Pizza Hut,557 Bukit Timah Road #01-17/18 Crown Centre Singapore 269694,269694
Bakery/Cafe,Pizza Hut,23 Simon Road Singapore 545909,545909
Bakery,Pizza Hut,Block 66 Kallang Bahru #01-473 Stall 7 Singapore 330066,330066
Bakery,Pizza Hut,9 Sentul Crescent #02-01 Singapore 828654,828654
Bakery,Pizza Hut,"2 Havelock Road, #B1-12 Singapore 059763",59763
Bakery,Pizza Hut,1 Northpoint Drive #B2-149 Northpoint City Singapore 768019,768019
Bakery,Polar Puffs & Cakes,11 Jalan Tan Tock Seng #01-14 Tan Tock Seng Hospital Singapore 308433,308433
Bakery,Polar Puffs & Cakes,100 Bukit Timah Road #01-34 KK Women's and Children's Hospital Singapore 229899,229899
Bakery,Polar Puffs & Cakes,5 Raffles Place #B1-54 Raffles Place MRT Singapore 048618,48618
Bakery,Polar Puffs & Cakes,820 Thomson Road #01-23/24 Mount Alvernian Hospital Medical Centre Singapore 574623,574623
Bakery,Polar Puffs & Cakes,"110 SENGKANG EAST WAY, #01-02 SENGKANG GENERAL HOSPITAL, SINGAPORE 544886",544886
Bakery,Polar Puffs & Cakes,"437 ORCHARD ROAD #B1-35, ORCHARD MRT STATION, SINGAPORE 238878",238878
Bakery,Polar Puffs & Cakes,1 Kim Seng Promenade #B1-K1 Great World City Singapore 237994,237994
Bakery,Polar Puffs & Cakes,302 Tiong Bahru Road #B1-K10 Singapore 168732,168732
Bakery,Polar Puffs & Cakes,120 Maxwell Road #B1-05 Tanjong Pagar MRT Station Singapore 069119,69119
Bakery,Polar Puffs & Cakes,1 Sengkang Square #01-26 Compass One Singapore 545078,545078
Bakery,Polar Puffs & Cakes,90 Hougang Ave 10 #B1-K9 Hougang Mall Singapore 538766,538766
Bakery,Polar Puffs & Cakes,23 Serangoon Central #03-K3/K4 NEX Shopping Mall Singapore 556083,556083
Bakery,Polar Puffs & Cakes,33 Sengkang West Avenue #B2-K3 Seletar Mall Singapore 797653,797653
Bakery,Polar Puffs & Cakes,83 Punggol Central #01-K4 Waterway Point Singapore 828461,828761
Bakery,Polar Puffs & Cakes,53 Ang Mo kio Aveune 3 #B2-08 Ang Mo Kio Hub Singapore 569933,569933
Bakery,Polar Puffs & Cakes,9 Bishan Place #B1-K2 Junction 8 Singapore 579837,579837
Bakery,Polar Puffs & Cakes,1 Woodlands Square #B1-K07 Causeway Point Singapore 738099,738099
Bakery,Polar Puffs & Cakes,930 Yishun Avenue 2 #B1-11 North Point Singapore 769098,769098
Bakery,Polar Puffs & Cakes,10 Sinaran Drive #B1-127 Novena Square 2 Singapore 307506,307506
Bakery,Polar Puffs & Cakes,604 Sembawang Road #B1-K6 Sembawang Shopping Centre Singapore 758459,758459
Bakery,Polar Puffs & Cakes,311 New Upper Changi Road #B2-K5 Bedok Mall Singapore 467360,467360
Bakery,Polar Puffs & Cakes,200 Victoria Street #B1-K8 Bugis Junction Singapore 188021,188021
Bakery,Polar Puffs & Cakes,11 Tanjong Katong Road #B1-29 One KM Mall Singapore 437157,437157
Restaurant,Polar Puffs & Cakes,1 Tampines Walk #B1-44 Our Tampines Hub Singapore 528523,528523
Restaurant,Polar Puffs & Cakes,4 Tampines Central 5 #B1-K14 Tampines Mall Singapore 529510,529510
Restaurant,Polar Puffs & Cakes,1 Pasir Ris Central Street 3 #B1-K01 White Sands Shopping Centre Singapore 518457,518457
Restaurant,Polar Puffs & Cakes,3155 Commonwealth Ave West #B1-K15 The Clementi Mall Singapore 129588,129588
Restaurant,Polar Puffs & Cakes,1 Jurong West Central 2 #B1-11 Jurong Point Singapore 648886,648886
Event Caterer,Polar Puffs & Cakes,21 Choa Chu Kang North Avenue 4  #B1-K20 Lot 1 Shoppers' Mall Singapore 689812,689812
Institutional Catere,Polar Puffs & Cakes,1 Bukit Batok Central Link #01-K7 West Mall Singapore 658713,658713
Institutional Catere,Polar Puffs & Cakes,50 Jurong Gateway #B1-31 JEM Singapore 608549,608549
Restaurant,Polar Puffs & Cakes,10 Eunos Road 8 #B1-149 Singapore Post Centre Singapore 408600,408600
Restaurant,Prata Wala,9 Bishan Place #B1-24 Junction 8 Singapore 579837,579837
Restaurant,Prata Wala,63 Jurong West Central 3 #01-71/72/73/74 Jurong Point Shopping Centre Singapore 648331,648331
Restaurant,Prata Wala,930 Yishun Avenue 2 #B1-57 Northpoint City Singapore 769098,769098
Restaurant,Prata Wala,4 Tampines Central 5 #B1-K21 Tampines Mall Singapore 529510,529510
Restaurant,Preparazzi,9 Boon Keng Road #37-164 Singapore 330009,330009
Restaurant,r (Dining Hall) Pro*3 Institutional,24A Senoko South Road #08-01 Select Group Building Singapore 758099,758099
Restaurant,r (Stalls)    PSA Corporation Limit,519 Kampong Bahru Road Keppel Distripark #01-108 Singapore 099453,99453
Restaurant,Pu Tien,127 Kitchener Road Singapore 208514,208514
Restaurant,Pu Tien,2 Orchard Turn #04-12 ION Orchard Singapore 238801,238801
Cafe (Food),Pu Tien,1 Jurong West Central 2 #02-34 JP1 Singapore 648886,648886
Restaurant,NAME OF BRAND,ADDRESS,POSTAL CODE
Restaurant,Pu Tien,6 Raffles Boulevard #02-205 Singapore 039594,39594
Restaurant,Pu Tien,23 Serangoon Central #02-18/19 Singapore 556083,556083
Restaurant,Pu Tien,80 Marine Parade Road #02-13/13A Singapore 449269,449269
Restaurant,Pu Tien,252 North Bridge Road #02-18 Singapore 179103,179103
Restaurant,Pu Tien,26 Sentosa Gateway #01-203/204 The Forum Singapore 098138,98138
Restaurant,Pu Tien,4 Tampines Central 5 #B1-27 Singapore 529510,529510
Restaurant,Pu Tien,1 Harbour Front Walk #02-131/132 Singapore 098585,98585
Restaurant,Qi Philosophy Cafe,93 Dawson Road Sky Terrace @ Dawson #01-02 Singapore 142093,142093
Restaurant,Sakae Sushi,No. 1 Sengkang Square #04-06,545078
Cafe (Food),Sakae Sushi,Blk 205 Hougang Street 21 #01-133,530205
Cafe (Food),Sakae Sushi,9 Bishan Place #B1-20,579837
Restaurant,Sakae Sushi,No. 21 Choa Chu Kang Ave  4 #03-10,689812
Restaurant,Sakae Sushi,80 Marine Parade Road #B1-84C,449269
Restaurant,Sakae Sushi,60 Paya Leber Road #B1-19 Paya Lebar Square,409051
Event Caterer,Sakae Sushi,10 Sinaran Drive #02-85 / 86 / 89,307506
Restaurant,Sakae Sushi,"30 Sembawang Drive, Sun Plaza, #03-17/18/19",757713
Restaurant,Sakae Sushi,28 Boon Lay Way #01-175/176,609971
Restaurant,Sakae Sushi,900 South woodlands Drive #01-04,730900
Restaurant,Savory Inn,512 Thomson Road Ministry of Social and Familily Development #05-00 Singapore 298136,298136
Event Caterer,Savory Inn,3 Second Hospital Ave Health Promotion Board Singapore 168937,168937
Event Caterer,Saybons,9 Bishan Place #02-43 Bishan Junction 8 Singapore 579837,579837
Restaurant,Saybons,68 Orchard Road #B2-30/31/32 Singapore 238839,238839
Restaurant,Saybons,1 Pemimpin Drive #03-02 One Pemimpin Singapore 576151,576151
Restaurant,Segar,19 Sims Way Singapore 388831,388831
Restaurant,Segar,133 North Bridge Road Chinatown Point #B2-39/40/41 Singapore 059413,59413
Restaurant,Segar,1 Vista Exchange Green #02-08 The Star Vista Singapore 138617,138617
Restaurant,Segar,1 Pasir Ris Close #02-322 E!Avenue @ Downtown East Market Square Singapore 519599,519599
Restaurant,Sembawang Eating Hous,477 Sembawang Drive #15-395 Singapore 750477,750477
restaurant,Seng Beng Siang Food,3015 Bedok North Street 5 #05-12 Shimei East Kitchen Singapore 486350,486350
Restaurant,NAME OF BRAND,ADDRESS,POSTAL CODE
Restaurant,Seoul Garden Hotpot,"5 Changi Business Park Central 1, #01-18/19, Changi City Point, Singapore 486038",486038
Restaurant,Seoul Garden Hotpot,"311 New Upper Changi Road, #B1-51, Bedok Mall, Singapore 467360",467360
Restaurant,Seoul Garden Hotpot,"2 Jurong East Street 21, #01-112, IMM Building, Singapore 609601",609601
Restaurant,Seoul Garden Hotpot,"930 Yishun Ave 2, #03-06, Northpoint City, Singapore 769098",769098
Restaurant,Seoul Garden Hotpot,"1 Maritime Square, #02-03/04, Harbourfront Centre, Singapore 099253",99253
Restaurant,Seoul Garden Hotpot,"63 Jurong West Central 3, #B1-45/46, Jurong Point - JP2, Singapore 648331",648331
Restaurant,Seoul Yummy,201 Victoria Street #04-11 Singapore 188067,188067
Restaurant,Seoul Yummy,1 Woodlands Square Causeway Point #05-13 Singapore 738099,738099
Restaurant,Seoul Yummy,2 Orchard Turn ION Orchard #B3-22 Singapore 238801,238801
Restaurant,Seoul Yummy,50 Jurong Gateway Road JEM Shopping Mall #03-05 Singapore 608549,608549
Restaurant,Seoul Yummy,9 Bishan Place Junction 8 #01-40 Singapore 579837,579837
Restaurant,Seoul Yummy,6 Raffles Boulevard Square 2 #03-68 Singapore 307506,307506
Restaurant,Seoul Yummy,6 Eu Tong Sen Street The Central #03-92 Singapore 059817,59817
Restaurant,Seoul Yummy,10 Eunos Road Singpost Centre #01-139/140 Singapore 408600,408600
Restaurant,Shimbashi Soba,290 Orchard Road Paragon #B1-41 Singapore 238859,238859
Restaurant,Simply Wrapps,"1 Maritime Square, #01-51/52",99253
Restaurant,Simply Wrapps,"16 Collyer Quay, #01-16/17",49318
Cafe (Food),Simply Wrapps,"68 Orchard Road, #B2-26",238839
Cafe (Food),Simply Wrapps,"2 Orchard Turn, #B4-30",238801
Cafe (Food),Simply Wrapps,"50 Jurong Gateway Road, #02-19",608549
Cafe (Food),Simply Wrapps,"Technopark @ Chai Chee, 750 Chai Chee Road, #01-03",469000
Restaurant,Simply Wrapps,2 Tampines Central 5 #B1-11,529509
Restaurant,Simply Wrapps,"252 North Bridge Road, #B1-60",179103
Restaurant,Soi 47 Thai Food,47 Toa Payoh Lor 6 #01-130 Singapore 310047,310047
Restaurant,Soul Veggie CTK Pte L,3 Temple Street Singapore 058556,58556
Restaurant,Sufood ?íÊ?,252 North Bridge Road Raffles City #02-19 Singapore 179103,179103
Restaurant,Sunnychoice,434 Upper Bukit Timah Road The Rail Mall Singapore 678060,678060
Restaurant,Sunnychoice,630 Bukit Batok Central #01-156/154 Singapore 650630,650630
Restaurant,Sunnychoice,125 Bukit Merah Lane 1 #01-158 Singapore 150125,150125
Restaurant,Sunrise Cafetaria,"66 Kallang Pudding Road, Hor Kew Building, #01-02, Singapore 349324",349324
Restaurant,Sushi Tei,118 Holland Avenue Raffles @ Holland Village #03-04 Singapore 278997,278997
Restaurant,Sushi Tei,50 Jurong Gateway Road JEM #03-18 Singapore 608549,608549
Restaurant,NAME OF BRAND,ADDRESS,POSTAL CODE
Restaurant,Sushi Tei,120 Lower Delta Road Cendex Centre #02-10/11 Singapore 169208,169208
Bakery,Sushi Tei,290 Orchard Road Paragon #05-04/05 Singapore 238859,238859
Bakery,Sushi Tei,252 North Bride Road Raffles City Shopping Centre #03-13/14 Singapore 179103,179103
Bakery,Sushi Tei,23 Serangoon Central NEX #03-15/16 Singapore 556083,556083
Bakery,Sushi Tei,64/64A Serangoon Garden Way Singapore 555960,555960
Bakery,Sushi Tei,"10 Tampines Central Tampines 1 #04-12, #05-14 Singapore 529536",529536
Bakery,Sushi Tei,302 Tiong Bahru Road Tiong Bahru Plaza #03-110 Singapore 168732,168732
Bakery,Sushi Tei,301 Upper Thomson Road Thomson Plaza #03-46 Singapore 574408,574408
Bakery,Sushi Tei,1 Harbourfront Walk VivoCity #02-152/153 Singapore 098585,98585
Bakery,Sushi Tei,154 West Coast Road West Coast Plaza #01-69 Singapore 127371,127371
Bakery,Swee Heng,201E Tampines St 23 #01-88 Singapore 527201,527201
Bakery,Swee Heng,445 Fajar Road #01-522 Fajar Shopping Centre Singapore 670445,670445
Bakery,Swee Heng,252 Jurong East St 24 #01-179 Singapore 600252,600252
Bakery,Swee Heng,"1 Jelebu Road #01-22B, Bukit Panjang Plaza Singapore 677743",677743
Bakery,Swee Heng,"762 Jurong West St 75, Gek Poh Shopping Centre Singapore 640762",640762
Bakery,Swee Heng,1 Geylang Serai #01-197 Singapore 402001,402001
Bakery,Swee Heng,511 Canberra Road #01-07 Singapore 750511,750511
Bakery,Swee Heng,306 Ubi Ave 1 #01-201 Singapore 400306,400306
Bakery,Swee Heng,27 Bendemeer Road #01-637 Singapore 330027,330027
Bakery,Swee Heng,"221 Boon Lay Place, Boon Lay Shopping Centre #01-158 Singapore 640221",640221
Bakery,Swee Heng,37 Teban Garden Road #01-310 Singapore 600037,600037
Bakery,Swee Heng,"678A Woodlands Ave 6, #01-12, Singapore 731678",731678
Bakery,Swee Heng,"548 Woodlands Drive 44, Vista Point #01-19 Singapore 730548",730548
Bakery,Swee Heng,"No. 18 Rivervale Drive, Rivervale Plaza #01-17 Singapore 540118",540118
Bakery,Swee Heng,253 Choa Chu Kang Ave 1 #B1-19 Singapore 680253,680253
Bakery,Swee Heng,960 Jurong West St 92 #01-186 Singapore 640960,640960
Bakery,Swee Heng,372  Bukit Batok St 13 #01-372 Singapore 650372,650372
Bakery,Swee Heng,"476 Upper Serangoon View, Hougang Capeview #02-16 Singapore 530476",530476
Bakery,Swee Heng,495 Jurong West St 41 #01-98 Singapore 640495,640495
Bakery,Swee Heng,504  Jurong West St 51 #01-243 Singapore 640504,640504
Bakery,Swee Heng,"308C Punggol Walk, Waterway Terrace #01-306 Singapore 822308",822308
Bakery,Swee Heng,"888 Woodlands Drive 50, 888 Plaza #01-747 Singapore 730888",730888
Bakery,Swee Heng,"768 Woodlands Ave 6, Woodland Mart #01-28 Singapore 730768",730768
Bakery,Swee Heng,215C Compassvale Drive #01-05 Singapore 543215,543215
